Title,Question,Answer,Hint,Popularity/Fun,Difficulty
100 Camels,"""That Sam is one rich man!"" muttered Tom.  ""As a matter of fact, he owns 100 or more camels.""
""Not a chance,"" replied John, ""I know for a fact he owns fewer than 100 camels.""
Frank joined in, ""Well, he owns at least one camel.""
If only one of their statements is true, how many camels does Sam own?","Sam doesn't own any camels.  If the first statement is true then the last is true as well.  If the last is true then so is either the first or the second statement.  But if the second is true, the first and last aren't necessarily true.  Sam can own no camels, making the first and third false, but the second statement true.  Since only one can be true, the second is true.  He owns zero camels.",,2.7,1.65
"The Total is 14, Part III","Mr. Simkin, the new math teacher at school, was impressed by his students' ability to solve logic puzzles. He pulled aside three more students, and handed them each a sealed envelope with a number written inside. He told them that they each have a positive integer, and the sum of their numbers was 14.
Manny, Moe, and Jack each opened their envelopes. Mr. Simkin asks Manny if he knows anything about the numbers the other two are holding, and Manny says, ""I know that Moe and Jack are holding different numbers.""
Moe answers, ""IN THAT CASE, I know that all three of our numbers are different.""
Jack thinks for a bit, and then says, ""Now I know all of our numbers.""
Mr. Simkin turns to the class and asks if anyone in the class knows the numbers. Gretchen's hand shoots up into the air, and after waiting for a while to see if anyone else will get the answer, Mr. Simkin calls on Gretchen.
What numbers does she say they each are holding?","Manny has a 3, Moe has a 2, and Jack has a 9.
From Manny's statement, we can deduce that his number is odd. Since Moe did not know that they were all different until Manny said that, we know that Moe is not holding a 7, 9, or 11. (Otherwise, he would have already known they were all different.) If he were holding a 1, 3, or 5, he would not be able to be sure his number was different than Manny's. If he were holding a 4, 8, or 12, he could not know that Manny and Jack didn't have the same number, since there are odd pairs that would bring the total to 14. Therefore, Moe must be holding a 2, 6, or 10.
There are 12 triples for (Manny, Moe, Jack) that satisfy all three statements. They are:
(1, 2, 11)
(1, 6, 7)
(1, 10, 3)
(3, 2, 9)
(3, 6, 5)
(3, 10, 1)
(5, 2, 7)
(5, 6, 3)
(7, 2, 5)
(7, 6, 1)
(9, 2, 3)
(11, 2, 1)
Since Jack can reason flawlessly, he knows these are the possibilities. In order to make his statement, his number has to be a unique solution. Therefore, he must be holding a 9 or an 11. If he were holding 11, though, he would have known from Manny's statement that Manny had a 1, Moe had a 2, and he had an 11. Since he didn't know them all until after Moe spoke, he must have a 9, leaving Manny a 3 and Moe a 2.
Mr. Simkin suggests to Gretchen that she may have a career in law enforcement if she can further hone these impressive deductive reasoning skills.",,2.7,2.7
Tracking Time,"Ramik was asked how he spends his time during the week, starting from the time he gets home from school at 3:00 P.M., until he goes to bed at 10:00 P.M. He listed his weekly after-school activities as:
1. homework, studying, or reading
2. spending time with friends
3. eating
4. chores
5. music lessons
6. soccer
He observed that:
1. He spends 50% of his time doing homework, studying, or reading.
2. He spends 1/3 as much time doing chores as he does eating.
3. The amount of time he spends on music lessons equals 50% of the time he devotes to soccer each week.
4. Soccer practices are scheduled twice a week for 2 1/2 hours each time.
5. Each week, the amount of time he spends eating and doing chores combined equals the amount of time he spends on soccer.
6. The rest of his free time is spent with friends.
On average, how much time daily, in hours and minutes, does Ramik spend on each activity?
For next week, if he reduces the amount of time he spends with friends by 50%, will he have enough time to fit in another soccer practice without taking any time from any other activities?","On average, Ramik spends the following amount of time, daily, on each of these activities:
1. homework, studying, or reading: 3 hours, 30 minutes
2. free time with friends: 1 hour
3. eating: 45 minutes
4. chores: 15 minutes
5. music lessons: 30 minutes
6. soccer: 1 hour
If Ramik reduces the amount of time he spends with friends by 50% next week, he will have just enough time (2 1/2 hours) for an additional soccer practice.",,2.7,2.17
Thief in the Apartment,"The keeper of an apartment has reasons to believe that a thief is lurking around in his apartment.  He decides to invite a detective over to his apartment for further investigation on the thief.  The detective then is one day pondering in his room when a knock on the door was heard.  A man walked in and said ""Oops, I thought this was my room, sorry,"" and left. The detective immediately arrested the man.  Why?",Why would anyone knock on their own door?,,2.69,1.41
Find One Get 2 Free,"An explorer found three old sacks. The first one was labeled ""Gold."" The second sack was labeled ""Silver."" The third sack was labeled ""Diamonds."" Each sack has been labeled incorrectly. How could the explorer label each sack correctly if he were only allowed to look into one of the sacks?","The explorer selected the sack labeled ""Gold."" Inside, he found diamonds. That left 2 sacks labeled ""Silver"" and ""Diamonds"". If diamonds were in the gold sack, that left silver and gold. Since all of the sacks were labeled incorrectly, he knew the answer. Gold had to be in the silver sack, and silver had to be in the diamond sack.",,2.69,0.97
Tricky Tunnel,"You are in a tunnel that branches in two directions, like a T.  To your left is a door with the enigmatic words:  ""Wide ill you"" and ""Wild lie you."" On the right are the words ""Evil will you"" and ""Veil will you."" Which door do you choose?","Go Right.  The words on the right door are an anagram of ""You will live."" and the words on the left door are an anagram of ""You will die.""",,2.69,1.4
Parade Time,"Eight kids all wanted to be in the class parade.  They were all very excited.  Using the clues below, please identify what their order was in the parade.
1. Alyce is just before Madison, who has nobody behind her.
2. Latoria is just before Juan.
3. Miguel is just after Juan.
4. Only two students are in front of JR.
5. Kim gets to be the leader.
6. Pedro is in front of all but one person.","The line-up, front to back is:
Kim, Pedro, JR, Latoria, Juan, Miguel, Alyce & Madison.",,2.69,0.92
The Math Department Annual Dinner,"My department needs a new Social Coordinator!   You see, we were going to have a Chinese New Year dinner but the seating plan proved to be too much for the organizer, who has now resigned.   Math teachers can be hard to please!
The restaurant had big round tables for 10 people, (perfect for our department size), with chairs placed evenly around.  Everyone was going to attend, and a fun evening seemed assured ... until the problems began.
[A] Ding wanted to sit as far as possible away from Dong.
[B] Walter wanted to sit opposite Wira, who insisted on sitting closer to Dong than to Ding.
[C] Wynn, Dan and Walter always sit together, in that order, anticlockwise (something about feng shui, they claimed.)
[D] Wira only wanted to sit between Liza and Fozz, who always sits with Rita!
Work out the seating plan and discover which teachers I sat between so everyone's preferences could be satisfied.","Starting with me and going clockwise, there was Walter on my left, Dan, Wynn, Dong, Liza, Wira, Fozz, Rita, and then Ding on my Right.
SOLUTION:
If we number all the seats clockwise starting with Walter = 1, then Dan = 2 and Wynn = 3 [C].  From [B], Wira is at 6.
That leaves only 4 and 9 or 5 and 10 for Dong and Ding [A], and from [B] we find that Dong must be at 4 or 5.   Dong can not be at 5 [D] so Dong = 4 and Ding = 9.
That leaves only 7 and 8 for Fozz and Rita respectively [D] so Liza = 5 [D] and I come in at 10.
It's not an easy life teaching, is it?   Maybe that's why we decided on an Indian restaurant for next year!   I'll report on that later.",It's probably easiest to start with Wynn-Dan-Walter - the feng shui trio!,2.69,1.68
Opposites 2,"In the following code, each symbol stands for one of five letters.
! stands for R, U, O, N, or V
? stands for U, D, L, W, or J
@ stands for A, G, P, E, or Y
; stands for O, M, I, C, or S
The four letter code word, @!;?, can be translated into two English words that are opposites. What are the two words?",Good and Evil.,,2.69,2.42
First and Last Names,"The first names of five people are Beverly, Charles, Monica, Nelson, and Ruth. Their last names are Atwood, Porter, Stafford, Thompson, and Ward. Match each person first and last names.
1) Ruth and Porter went hiking yesterday with Monica and Stafford.
2) Beverly enrolled her son, and Atwood enrolled her daughter, at the same nursery school.
3) Thompson and Ruth don't have children.
4) Charles, who has been in the hospital for the past three days, was visited today by Porter and Nelson.","Beverly - Porter
Charles - Thompson
Monica - Atwood
Nelson - Stafford
Ruth - Ward","Beverly, Monica and Ruth are female.  Charles and Nelson are male.",2.69,1.91
Opposites 18,"In the following code, each symbol stands for one of five letters.
! stands for I, S, A, T, or N
# stands for N, F, R, S, or T
& stands for J, E, B, O, or G
* stands for H, E, K, P, or W
^ stands for L, U, D, R, or I
The five letter code word, #&^!*, can be translated into two English words that are opposites. What are the two words?",North and South,,2.68,2.53
Love Island,"Four men and four women are in Love Island. Each one falls in love with another and is himself/herself loved by someone else in a complete 8 person loop.
Peter falls in love with a girl who is unfortunately in love with Albert. Joseph loves a girl who loves the man who loves Elaine. Liza is loved by the guy who is loved by the girl who is loved by Paolo. Linda hates Paolo and is hated by the man whom Amy loves.
No guy/guy or girl/girl in Love Island.
Who loves Joseph and whom does Joseph love?","Linda loves Joseph, and Joseph loves Amy.
An 8 person loop may be represented as follows:
M1 > G1 > M2 > G2 > M3 > G3 > M4 > G4 >
From second paragraph:
Line 1: Peter > G > Albert > G >
Line 2: Joseph > G > M > Elaine >
Line 3: Paolo > G > M > Liza >
Line 4: Linda hates Paolo and is hated by the man Amy loves.
Step One: Assume Peter is M1. (Peter can be M2 or M3 or M4 with the same result.)
Peter > G1 > Albert > G2 > M3 > G3 > M4 > G4 >
Step Two: Elaine is two persons removed from Joseph (from Line 2) so either:
#A Peter > G1 > Albert > G2 > Joseph > G3 > M4 > Elaine >
#B Peter > Elaine > Albert > G2 > M3 > G3 > Joseph > G4 >
Step Three: In each case, the unknown male must be Paolo.
#A Peter > G1 > Albert > G2 > Joseph > G3 > Paolo > Elaine >
#B Peter > Elaine > Albert > G2 > Paolo > G3 > Joseph > G4 >
Step Four: Liza is two persons removed from Paolo (from Line 3).
#A Peter > Liza > Albert > G2 > Joseph > G3 > Paolo > Elaine >
#B Peter > Elaine > Albert > G2 > Paolo > G3 > Joseph > Liza >
Step Five: Linda hates Paolo (from Line 4), so:
In #A, she can't be G3 and must be G2.
In #B, she can't be G2 and must be G3.
#A Peter > Liza > Albert > Linda > Joseph > G3 > Paolo > Elaine >
#B Peter > Elaine > Albert > G2 > Paolo > Linda > Joseph > Liza >
Step Six: In each case, the unknown female must be Amy.
#A Peter > Liza > Albert > Linda > Joseph > Amy > Paolo > Elaine >
#B Peter > Elaine > Albert > Amy > Paolo > Linda > Joseph > Liza >
Step Seven: Linda is hated by the man whom Amy loves (from line 4).
Thus, #B does not work so the solution is #A.
Peter > Liza > Albert > Linda > Joseph > Amy > Paolo > Elaine >",,2.68,2.7
Double the Contrary,"Lucy and Lory are sisters. They are special. They usually tell the truth in all cases, but when recalling something her sister has said, then they twist it a little bit.
For instance, when referring to something Lory had said, Lucy always says quite the contrary: ""Lucy, look, the sky is beautiful."" ""Did you say the sky is ugly?"".
In Lory's case, when referring so something Lucy said, She always doubles any quantity that appears in the sentence: "" Hey, Lory, I found two flowers."" ""Mom, Lucy says she found four flowers"".
Some day they were talking about a friend of theirs and mom came by. She heard this:
- As you say, Jorge is the younger brother.
- But you said his brother was 20 years younger.
- No, it was you who said that his brother was three times Jorge's age.
- Well, that is not important. The important thing is that, as you said, Jorge is 30 years old.
What are Jorge's and his brother's ages?","Jorge is 15 years old, and his brother is 5 years old.
Lucy is the one that talks first, so Jorge is the older, not the younger.
Then Lory talked, so Jorge's brother is 10 years younger, not 20.
Again Lucy, so it was Jorge who was 3 times his brother's age.
And last, Lory says that Jorge is 30 years, meaning 15 is the actual age.
So, Jorge is 15, his brother 15-10 = 5, and Jorge is 3 times as old as his brother (3*5=15).",Looks like Lucy talked first.,2.68,1.72
Kitten Ka-boodle,"Evan and his friends all have kittens. On Presidents' Day (3rd Monday of February), his cat Pumpkin was a year old. Meatloaf is 2 months older than Pumpkin. Cocoa is six months younger than Meatloaf. When Max and Maggie were born in the same litter, Cocoa was 3 months old. Lulu is 6 months older than Max and Maggie. Fluffy is 2 months younger than those two litter mates.
In what month of the year was each kitten born?","Meatloaf was born in December.
Pumpkin was born in February.
Lulu was born in March.
Cocoa was born in June.
Max and Maggie were born in September.
Fluffy was born in November.",Make a chart listing all the months of the year in order. Keep track of each kitten's birthday on the chart.,2.68,1.33
A Five-Letter Charade,I am a word of five letters. Multiply my fifth by two and you have my first. Divide my first by twenty and you have my third. Divide my third by five and you have my second or fourth.,"CIVIL.
L (50) multiplied by 2 equal C (100).
Divide C by 20 and you have V. Divide V by 5 and you have I.",,2.68,2.74
Opposites 5,"In the following code, each symbol stands for one of five letters.
? stands for M, I, D, S, or A
< stands for D, L, S, J, or Y
> stands for F, P, C, R, or E
! stands for E, H, K, N, or L
The four letter code word, >?<!, can be translated into two English words that are opposites. What are the two words?",Fall and Rise.,,2.68,1.96
Daughters and Sons,"A mother and her friend are talking about how many children they have. The friend knows how many daughters the mother has, but doesn't know how many sons she has. The mother says:
""All of my children have the same amount of brothers and the same amount of sisters as the other children.""
Now the friend knew how many sons she had. How many sons did the mother have?","The mother says that her children all have the same amount of brothers and same amount of sisters as each other. If B is the number of sons and G the number of daughters, then each boy has B-1 brothers and G sisters, and each girl has G-1 sisters and B brothers.
For any combination of brothers and sisters to fit into that rule, there must be either no sons or no daughters, because if there were some of each the sons would have more sisters than the daughters, and vice versa.
If the friend knows the mother has no daughters, the statement does not help her know how many sons there are, as there could be any number.
The friend knows the value of G, and if it was any number other than 0 (which it definitely is), the number of sons would have to be 0.","We don't have to know the number of daughters - all that's needed is the mother's statement, and the fact that the friend knows the number of daughters.",2.68,1.74
Bad Dream,"Two brothers were watching a horror film on video late one night. One brother dozed off and dreamed that he was being chased by the crazy man from the movie, who was trying to kill him. In the dream, he hid in a cupboard. There was no sound except his heart pounding, and he had no idea where his crazed captor was. He was terrified! At that moment, the video finished, and his brother put his hand on the shoulder of his sleeping sibling to wake him. The shock at that tense moment was enough that the sleeping brother suffered a massive heart attack and died instantly.
Did this really happen?","Of course it's not true! If he died instantly, how would anyone know what his dream was about?",,2.68,1.63
Wacky Wakkey,"In a land far, far away, called Wakkey, there are 4 rulers who rule 4 different lands, wear 4 different crowns with 4 different populations.
Rulers: King Ray, King Ross, Queen Rose, Queen Rosa
Lands: Bang, Boom, Bam, Buzz
Crowns: Gold, Diamond, Silver, Bronze
Populations: 1000, 800, 300, 200
Figure out who owns what land, wears which crown and rules what population.
Clues:
1. The ruler with the lowest population wears the silver crown.
2. Queen Rosa is ruler of Bang.
3. King Ray does not rule and has a hatred towards Buzz.
4. King Ross frequently boasts he rules the highest population.
5. No king, as both dislike bronze, wears that crown.
6. Queen Rose does not rule Bam.
7. Queen Rosa rules a population higher than 300.
8. King Ross owns Buzz.
9. King Ray cannot afford and thus does not wear the diamond crown.
10. Queen Rose is fairly wealthy and wears the gold crown.
11. King Ross does not rule Bam.
12. Boom has a population of 300.","King Ray is the ruler of Bam, wears the silver crown and rules a population of 200.
King Ross is the ruler of Buzz, wears the diamond crown and rules a population of 1000.
Queen Rose is the ruler of Boom, wears the gold crown and rules a population of 300.
Queen Rosa is the ruler of Bang, wears the bronze crown and rules a population of 800.
Explanation (making a chart would be helpful):
Clue 1: We know what it states and will keep this in mind.
Clue 2: Tells us Queen Rosa owns Bang, so we mark that down.
Clue 3: Tells us King Ray does not rule Buzz and neither can Queen Rosa, so King Ross or Queen Rose must own Buzz.
Clue 4: Tells us King Ross rules the highest population, 1000, so we mark that down.  (This narrows the hint in clue 1 to the three remaining rulers.)
Clue 5: Tells us no king wears the bronze crown, so it must be either Queen Rose or Queen Rosa.
Clue 6: Tells us Queen Rose does not rule Bam.  (Now we know that one of the kings owns Bam, and either King Ross or Queen Rose owns Buzz from the info given in clue 3.)
Clue 7: Tells us Queen Rosa rules a population higher than 300 - in other words, rules a population of 800 since 1000 is ruled already.
Clue 8: Tells us King Ross owns Buzz, so we mark that down.  This also means that Queen Rose MUST own Boom since it is the only land left.
Clue 9: Tells us King Ray does not wear the diamond crown, so we mark that down.
Clue 10: Tells us Queen Rose wears the gold crown, so we mark that down.  This also means that, since Queen Rose wears the gold, Queen Rosa MUST be wearing the bronze because as it states in clue 5, no king wears the bronze.  Also tells us that King Ray must wear the silver crown, as he cannot wear the gold, bronze, or diamond crowns (Clues 5, 9, 10).  Therefore, King Ross wears the diamond crown.
Clue 11: Tells us King Ross does not rule Bam, so King Ray MUST rule Bam because he does not rule Buzz as said in clue 3, and Queen Rose does not rule Bam as said in clue 6 - that is marked down.
Clue 12: Tells us Boom has a population of 300, so that is marked down.  This means that, since the only population left is 100, and from what it says in clue 1, King Ray rules the 100.",,2.68,2.04
Dellzup,"Harry was on holiday last year on the island of Dellzup. Dellzup has a really peculiar shape for an island. It's rectangular, 20 miles long and only 15 feet wide, and is totally covered in trees! It has two tiny villages on it, Start and End. Unfortunately, a fire has begun at Start and is travelling toward End at around 1 mile per hour. There is also a wind which is blowing towards End at around 2 miles per hour. Now Harry, who is at End, has no way of getting off the island: he cannot pass through the fire, he cannot put the fire out, and there is no one to help him. How can he save himself?","The simplest method is to light a new fire about 1 mile from End. This fire will burn toward End (because of the wind) and when it reaches End, it will go out. Harry can then go to End, knowing that the main fire cannot reach him as his smaller fire has already burned all of the trees down.",,2.68,2.21
The Thief 2,A thief stole a diamond from a New York auction house this morning. Detective Dan has the names of three suspects. Mr. Brewer said he spent the morning at the Metropolitan Museum of Art; Mr. Murphy said he took a cab to the Statue of Liberty; and Miss Markum said she was sightseeing from the Empire State Building. Which one does Detective Dan suspect is the thief?,"Mr. Murphy, because the Statue of Liberty is on a small island, accessible by ferry not cab. Mr. Murphy's flawed alibi suggests he may be the thief.",,2.68,1.15
Driving North,"Karl Malloy, the famous magician, claims that when he is in the far north, he can point his car north on a ordinary road, drive it for one mile, and without turning around, end up one mile south from where he started. How does he do it?",Karl drives his car in reverse.,,2.68,1.57
Jacks and Aces,"A man has 3 cards face down on a table.  One is a jack and two are aces.  He knows the order but you do not.  You can ask him one yes or no question, but when you do, you have to point to one of the cards.  If you point to an ace, he will tell the truth, if you point to the jack, he will randomly say yes or no.  You have to find one of the aces.","Point to the middle card and say,  ""Is the card to the right an ace?""  If the answer is yes, then the card on the right is an ace. If the answer is no, the card on the left is an ace.  This solution works because if you're pointing to an ace then he's obviously telling the truth and if you're pointing to the jack the answer doesn't matter anyway because you will pick one of the other two which are both aces.","Yes, there is always a chance you will be pointing to the jack, and that the answer will be meaningless (just a random yes/no) but there is a way to work around it.  Don't give up!",2.68,2.49
Breaking Codes,"You are a spy trying to gain access to a high profile building that contains very classified information. The only thing standing between you and those secrets is a keypunch security system containing the digits 1-9 that will open the door to the building. Your spy agency has provided you details about the order of the keys you need to enter:
1. Each digit is pressed once and only once.
2. No two consecutive digits are pressed consecutively.
3. The digits 2 and 4 are pressed 2nd and 4th in some order; the digits 6 and 8 are pressed 6th and 8th in some order.
4. The sum of the first 5 digits pressed is 19; the sum of the last 5 digits pressed is 27.
As you wonder why your agency couldn't just write down the sequence for you, you crack the code and enter the building.
What sequence of keys did you press on the security system to get into the building?","5, 2, 7, 4, 1, 8, 3, 6, 9
From  clue 4, the sum of the first 4 digits to be pressed, the last 4 digits to be pressed, and two times the 5th digit to be pressed is 19 + 27 = 46. The sum of the first and last 4 digits to be pressed and the 5th digit must be the sum of the digits 1-9, from clue 1. This sum is 45, meaning the 5th digit is 46-45 = 1.
From clues 2 and 3, 2 must be the 2nd digit and 4 must be the 4th digit.
From clue 3, 7 must be the 1st or 3rd digit pressed since it can not be pressed before or after the 6 or 8. From clue 4, this means 5 must be pressed 1st or 3rd. But, from clue 2, it can not be the 3rd digit, so it must be the first, meaning 7 is the 3rd digit pressed.
That leaves 3, 6, 8, and 9 as the last 4 digits to be pressed. If 8 were pressed 8th, then the 9 must be pressed 6th, a contradiction with clue 4. So 8 must be pressed 6th meaning 9 is to be pressed last. This leaves 6 to be entered 8th and 3 to be entered 7th.",You can figure out the 5th digit to enter from clue 4 and some algebra.,2.67,2.34
Neighbours,"Adam, Ben and Cyril were born in 1309, 1310 and 1311 on the same road in old Jerusalem. They lived their whole life there, and all lived to be over 60. They also had a full active life. However, they never crossed paths with each other. Why should that be so?","Adam was a Muslim, Ben was a Christian and Cyril was a Jew. Adam was born in 1309 of the Muslim calendar, Ben 1310 in the Christian calendar and Cyril 1311 in the Jewish calendar. Cyril was born over 3000 years before Ben, who in turn was born 619 years before Adam.",,2.67,2.42
The King's Apples,"There was once a servant with his own farm. This servant grew a delicious crop of apples. One day he decided to take some to the king. The king's castle is surrounded by 7 layers of walls and each wall has a guard. Each guard stands by a gate.
The servant reached the first gate and said, ""May I go through to show the king my wonderful apples?""
The guard replied, ""You may, if you give me half of your apples.""
The servant then said, ""Fine, but you have to give me back one apple."" The guard agreed. The servant did this to the rest of the guards and finally got to the king.
The servant still had the same amount of apples that he had started with. How is this possible?",He had 2 apples.,e didn't miss one or steal anything.,2.67,0.79
Steaks,"If 3 men can eat 3 steaks in 3 days, how many steaks can 6 men eat in 6 days?","If 3 men can eat 3 steaks in 3 days, then 6 men can eat 6 steaks in 3 days. So in 6 days, the 6 men will be able to eat twice as many steaks as 6, which is 12.",,2.67,1.16
Letter Blocks,"A child has 4 blocks with a different letter on each side (no letter is repeated on different blocks either). If the list of words below can all be formed using these blocks, figure out which letters belong on which blocks...
skid
hoax
joey
glum
rand
grit
monk
fair
vane
wide
cafe
dupe
joke
bail
shop","Block 1: S, E, M, B, R, X
Block 2: K, W, Y, A, G, P
Block 3: I, U, N, H, J, C
Block 4: D, L, O, V, T, F",,2.67,2.92
World War II Fighter Planes,"You are the Head Researcher working on improving the survival rate* of the WW2 Alliance Force's fighter planes.
In those days, fighter planes are on single propeller engines.  Your task is to collect statistics on the number of bullet holes on fighter planes that just returned from their missions, and use this statistics as a basis to recommend improvement to the design of the fighter planes.
After studying 10,000 planes that returned from the battle field, you discovered that A)60% of the bullet holes are found at the wings of the airplane, B)39% around the cockpit area and only C)1% on the engine area.
Your immediate duty is to use this information to recommend which area (A, B or C) to increase armor plating.  You could only increase the armor plating on 1 area instead of all because additional armor plating affects the agility of the fighter plane.
Justify your rationale for your choice of section (linking to the % of bullet holes found).
* Survival rate is determined by whether the plane return safely to ground.","Section C - the engine area.
On the surface, the engine area seemingly received the least bullet hits (1%) and should not be warranted additional protection.  However, this is not true because majority of planes that suffered engine hits have not survived to return from battleground.  So there are very few planes contributing to the count on engine hits.  On the other hand, the fact that there are many hits on wings and cockpit area and yet many of these planes still returned safely show that these 2 areas are not the most critical area.
Since you could only add armor plate to 1 area - increasing armor plating to the engine area will be most viable in improving the survival rate of the planes.",This is based on real statistical methodology.,2.67,1.75
No Big Deal,"After you have dealt about half of the 52 cards for a bridge game (with four players), the phone rings.  You put down the undealt cards to answer the phone.  When you return, none of the cards has been touched, and no one can remember where the last card was dealt.  Without counting the cards in any hand, or the number of cards yet to be dealt, how can you finish dealing rapidly and accurately, giving each player exactly the same cards they would have received if you hadn't been interrupted?","Deal from the bottom of the deck, starting with yourself and deal backwards (which should be counterclockwise).  Since the only thing you really know is that you would have received the last card, this is what you need for a starting point.",,2.67,1.77
"Honest, Hey?","My name is Grungy.  I am an honest person, and I am thinking of one of these numbers: 1, 2, or 3.  You may ask me only one yes-no question - I will answer truthfully, and if you choose the right question, you will know which number I am thinking of!  If I cannot answer your question, I will simply tell you that I cannot answer it.
So, what question do you need to ask me to determine what number I am thinking of?","""I am thinking of either 1.5 or 2.5 - is your number greater than mine?""
If I answer, ""yes"", then you know it has to be 3 - because I can't tell if you're thinking of 2.5 or 1.5.  If I answer, ""no"", it has to be 1.  If I answer, ""I cannot answer that question"", then it is two!
If you can think of another answer, good on ya!  Feel free to correct this teaser with the new answer. 8-)",,2.67,2.3
Sudoku (Mini),"With the numbers given, you must replace every ""~"" with a number (between 1 to 6 and including 1 and 6). Your final outcome should have one of each number in every row, column and box.
_ _ _ _ _ _ _ _ _
| 3 1 ~ |~ 5 4 |
| 5 ~ ~ |~ ~ ~|
_ _ _ _ _ _ _ _ _
| 6 2 ~| 3 ~ ~|
| ~ ~ 4| ~ ~ ~|
_ _ _ _ _ _ _ _ _
| ~ ~ ~| ~ ~5 |
| 4 5 ~| ~ 1 2 |
_ _ _ _ _ _ _ _ _","_ _ _ _ _ _ _ _ _
| 3 1 6 |2 5 4 |
| 5 4 2 |1 6 3 |
_ _ _ _ _ _ _ _ _
| 6 2 5| 3 4 1|
| 1 3 4| 5 2 6|
_ _ _ _ _ _ _ _ _
| 2 6 1| 4 3 5 |
| 4 5 3| 6 1 2 |
_ _ _ _ _ _ _ _ _",,2.67,1.84
Hollywood Quest,"Five men at a board games club meet once a week to play their favourite board game 'Hollywood Quest'. In this game each space is colour coded one of five colours, each one representing a category of questions.
The five categories are Books, Celebrities, Films, Music, Television.
The five colours are blue, green, grey, orange and purple.
Can you name all five men, their favorite categories and the colours represented by those categories?
CLUES
1. Mr Everett prefers the purple coloured squares.
2. Mr Harper likes Films category best, which is not the blue nor the orange squares.
3. Johns Sanders doesn't like literature-based questions.
4. Patrick's favourite colour is the blue (this is not the colour of the TV questions).
5. The grey squares indicate a player must answer a question about books, and Mr Erwin won't land on these if he can help it.
6. Graham prefers the celebrities category.
7. James avoids the green and orange squares.
8. Kendal is the fifth surname, and Paul the missing first name.","Graham Everett, purple, celebrities
James Kendal, grey, books
John Sanders, orange, TV
Patrick Erwin, blue, music
Paul Harper, green, films","Clues 1,2 and 5 should help you work out the colour Mr Harper likes.
Work out Johns Sanders' favourite colour.
You should now be able to work out the colours of all five subjects.",2.67,2.35
Tallest to Shortest,"Five boys are very close in height, but they want to know how tall they are in order. If the shortest person is lying, and the rest are telling the truth, can you order how tall each boy is from tallest to shortest?
Andrew: Keith is taller than me.
Danny: I'm taller than Andrew.
Mitch: Andrew is the second tallest.
Carlos: Danny is lying.
Keith: Carlos is the third tallest.","Keith, Andrew, Carlos, Mitch, Danny
The way we can determine this is by looking at Andrew's statement. If he's lying, he's the shortest, and Keith is shorter than him. This is impossible because no one can be shorter than the shortest. Andrew and Keith must be telling the truth. That means Carlos is the third tallest, so he isn't lying. That means Danny is lying and is the shortest. Mitch must be telling the truth, so Andrew is the second tallest. Since Keith is taller than Andrew, he must be the tallest and Mitch must be the second shortest.",,2.67,1.78
Who is Taller,"Fifty contestants for the Miss America pageant were arranged in ten rows and five columns on the Boardwalk in Atlantic City. One viewer of this display noticed that of the tallest women in each column that Miss Maryland was the shortest of the five. Another viewer noticed that of the shortest women in each row that Miss Nevada was the tallest of the ten. There are no ties, all fifty women have different heights. Who is taller, Miss Maryland or Miss Nevada?","Miss Maryland is taller.
There are three possible scenarios:
1) If Miss Maryland and Miss Nevada are in the same column then Miss Maryland would be taller, because she is the tallest in that column.
2)If Miss Maryland and Miss Nevada are in the same row then Miss Maryland would be taller, because Miss Nevada is the shortest in that row.
3)If Miss Maryland and Miss Nevada share neither a row nor column then there must be some other contestant who is both in Miss Maryland's column and Miss Nevada's row. Call this woman Miss Texas.
To illustrate her position consider the following diagram.
xxxxx
xmxxx
xxxxx
xxxxx
xxxxx
xxxxx
xtxxn
xxxxx
xxxxx
xxxxx
In this diagram the m stands for Miss Maryland, the n for Miss Nevada, and the t for Miss Texas.
Miss Maryland must be taller than miss Texas, because miss Maryland is the tallest in her column. Miss Texas must be taller than Miss Nevada, because Miss Nevada is the shortest in her row. Thus if M>T>N then M>N, or Miss Maryland is taller than Miss Nevada.",,2.67,2.06
The Thanksgiving Pageant,"Allison, Jerry, Bonnie, and Bill are participating in a Thanksgiving Pageant at their school. The students will portray an Indian warrior, a pilgrim, an Indian maiden, and a deer. Their props consist of a pumpkin, a fish, a basket of corn, and colored leaves. During the pageant, they will recite a poem, sing a song, do a dance, and act as the narrator. Their parents, whose lasts names are Lee, Newton, Myers, and Schuler, will be watching in the audience. The ages of the performers are 13, 12, 11, and 10 years old. Use the clues to help you find out who will be doing what for the pageant.
1. Mrs. Lee made her daughter's costume and also the costumes of the Indian maiden and the dancer.
2. Mr. Myers helped his son rehearse his poem.
3. The dancer was older than Lee and the pilgrim, but younger than Allison.
4. The 11-year-old ripped her deer outfit, but her mother pinned it.
5. Newton carried his fish during his tribal dance.
6. Jerry's pumpkin was a symbol of the feast for the pilgrims.
7. The Indian maiden carried corn as she sang the song of feasting.","Allison is the daughter of Mr. Schuler, is 13 years old, has the costume of the Indian maiden, sang a song, and has corn as her prop.
Jerry is the son of Mr. Myers, is 10 years old, has the costume of the pilgrim, read a poem, and has a pumpkin as a prop.
Bonnie is the daughter of Mrs. Lee, is 11 years old, has the costume of the deer, is the narrator, and has leaves as her prop.
Bill is the son of Mr. Newton, is 12 years old, has the costume of the Indian warrior, does the dance, and has a fish as his prop.",,2.67,2.15
